poisct,itnum,obj_diff,obj_val,val_mse,test_mse,time
35,0,0.06755895855636002,0.06755895855636002,0.008758619974034782,0.00848879539210662,0.02316
35,1,0.2117580152511593,-0.1441990566947993,0.013451964565093386,0.019046212555624928,17.379591
35,2,0.18973695946534763,0.022021055785811677,0.00946749622545015,0.013820855211056528,27.72178
35,3,0.20815542040582102,0.003602594845338286,0.010298370292904285,0.015032297224949193,38.469398
35,4,0.22056750738905392,-0.008809492137894614,0.011081894227101088,0.016121804958086246,49.246211
35,5,0.22183579297929001,-0.0012682855902360901,0.010911535243997914,0.015959073190877467,53.294277
35,6,0.22233829966263322,-0.0005025066833432013,0.010877112746113832,0.01590895522920894,57.684144
35,7,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,61.236978
35,8,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,64.941716
35,9,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,68.673138
35,10,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,72.38625
35,11,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,75.797792
35,12,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,79.369061
35,13,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,82.884507
35,14,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,86.611919
35,15,0.22233829966263322,0.0,0.010877112746113832,0.01590895522920894,90.285038
35,-1,None,None,0.010877112746113832,0.01590895522920894,90.319476
73,0,0.08566650752843259,0.08566650752843259,0.017415662813568787,0.015102767547985218,0.030264
73,1,0.2714143757694578,-0.18574786824102524,0.02537963790785936,0.025783845080864898,32.479505
73,2,0.2998100350026834,-0.028395659233225568,0.009969202564389884,0.01392694675601864,66.123983
73,3,0.3018379147700686,-0.002027879767385221,0.007839208611121088,0.013319783772409357,76.289032
73,4,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,84.231193
73,5,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,91.305675
73,6,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,99.129306
73,7,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,107.091443
73,8,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,116.038391
73,9,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,122.842491
73,10,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,130.62742
73,11,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,138.367623
73,12,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,146.27308
73,13,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,154.016446
73,14,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,161.48186
73,15,0.3018379147700686,0.0,0.007839208611121088,0.013319783772409357,168.970688
73,-1,None,None,0.007839208611121088,0.013319783772409357,169.023147
115,0,0.10555527952362845,0.10555527952362845,0.02761329537130072,0.0208023049605061,0.050741
115,1,0.31695380211127167,-0.21139852258764322,0.038293612256157156,0.036281868117216495,48.73642
115,2,0.30801460549092763,0.008939196620344037,0.020657092633437086,0.022635282496367107,93.596236
115,3,0.34463749981682934,-0.027683697705557675,0.024986769701560406,0.02684395134495198,139.134426
