poisct,itnum,obj_diff,obj_val,val_mse,test_mse,time
35,0,0.0564512667005288,0.0564512667005288,0.006242185837240034,0.0066461872361245735,0.023709
35,1,0.1886262811136998,-0.132175014413171,0.009417585400397197,0.01526831165064193,15.889146
35,2,0.19485214712973542,-0.006225866016035614,0.008050540577178425,0.012779288777958664,25.958156
35,3,0.19740505168896863,-0.00255290455923321,0.006861985439124491,0.011826455902168466,31.747487
35,4,0.194361364094136,0.003043687594832617,0.006549564162319855,0.01132955730681362,36.568258
35,5,0.19720467777647208,0.00020037391249655423,0.006605557790583578,0.011423604269057551,41.580314
35,6,0.19844149361986382,-0.0010364419308951933,0.006679589895888379,0.011509308047239835,47.053613
35,7,0.2004997108012142,-0.0020582171813503802,0.006518984107359289,0.011453064092755863,51.82956
35,8,0.20164116845613214,-0.0011414576549179378,0.006201141547529667,0.01125912713343141,56.627982
35,9,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,60.473925
35,10,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,63.589729
35,11,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,67.388933
35,12,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,70.941848
35,13,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,74.179851
35,14,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,77.611645
35,15,0.20164116845613214,0.0,0.006201141547529667,0.01125912713343141,81.477042
35,-1,None,None,0.006201141547529667,0.01125912713343141,81.495378
73,0,0.07061322073625433,0.07061322073625433,0.012152291391138855,0.011441598658865794,0.039927
73,1,0.24449325545446615,-0.17388003471821184,0.01626166097020787,0.02028379707819215,32.537663
73,2,0.2619344185760136,-0.01744116312154742,0.007602783778819802,0.013227831184065553,65.374219
73,3,0.267120048058286,-0.005185629482272414,0.0064790589534025,0.011962557147676781,75.754913
73,4,0.26794038119623914,-0.0008203331379531553,0.006450767389320163,0.012085948837560282,84.683082
73,5,0.2679864315167791,-4.605032053994762e-05,0.00645180070815321,0.01207411710800491,92.254044
73,6,0.26818922127612,-0.00020278975934090449,0.00641366170646226,0.012039295894444248,100.168097
73,7,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,107.765392
73,8,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,114.757585
73,9,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,122.276705
73,10,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,129.98436
73,11,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,137.325064
73,12,0.26818922127612,0.0,0.00641366170646226,0.012039295894444248,145.209201
