poisct,itnum,obj_diff,obj_val,val_mse,test_mse,time
35,0,0.07076495232396238,0.07076495232396238,0.01487127030303078,0.007145767594896416,0.023242
35,1,0.21680657745324877,-0.1460416251292864,0.05403435960266204,0.021097593655104926,16.940501
35,2,0.18269037648212053,0.03411620097112825,0.04058060286253377,0.014542852976695756,28.730957
35,3,0.20372465561985206,0.013081921833396709,0.04886687822623851,0.01778796474295243,39.684766
35,4,0.21935058605930083,-0.002544008606052056,0.055616718486741254,0.020491090705164524,50.679463
35,5,0.21994554074501219,-0.0005949546857113575,0.05588049649816767,0.020602532977706957,54.581713
35,6,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,57.962999
35,7,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,61.935105
35,8,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,65.372512
35,9,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,68.327881
35,10,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,72.112146
35,11,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,76.057152
35,12,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,79.640968
35,13,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,83.64617
35,14,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,86.966373
35,15,0.21994554074501219,0.0,0.05588049649816767,0.020602532977706957,90.957373
35,-1,None,None,0.05588049649816767,0.020602532977706957,90.994016
73,0,0.0921590136398966,0.0921590136398966,0.022204779148937422,0.01358717398268917,0.026442
73,1,0.2911649159140848,-0.19900590227418818,0.054374249924182265,0.025478755483490437,30.854051
73,2,0.2700197526187131,0.021145163295371694,0.0470334125821588,0.0172227377360206,62.648548
73,3,0.30802183545362527,-0.016856919539540494,0.057592863304082455,0.021794579659372513,94.06226
73,4,0.3113078779443057,-0.0032860424906804298,0.059010284979924284,0.022112533852200945,104.124048
73,5,0.3113078779443057,0.0,0.059010284979924284,0.022112533852200945,112.025233
73,6,0.3113078779443057,0.0,0.059010284979924284,0.022112533852200945,120.383392
